양유정,SK텔레콤,data_295,1887577,건강데이터,스마트워치,수정,20180120,,,,,,
이수현,상명대학교,data_413,1902044,의료데이터,스마트워치,수정,20170411,,,,,,
차시루,안랩,data_475,1219311,위치데이터,삼성페이,수정,20180127,,,,,,
강미나,건강보험심사평가원,data_643,1207871,의료데이터,페이션트모니터,수정,20180428,,,,,,
김연경,건강보험심사평가원,data_391,1796672,음성데이터,스마트워치,수정,20181110,,,,,,
강민희,SK텔레콤,data_162,1259826,건강데이터,AI스피커,수정,20180312,,,,,,
김칫국,상명대학교,data_655,1707656,건강데이터,스마트워치,수정,20171226,,,,,,
서영호,한국데이터진흥원,data_427,1964983,음성데이터,스마트워치,수정,20180729,,,,,,
김민규,지하철공사,data_115,1006504,의료데이터,스마트워치,수정,20180525,,,,,,
박수영,SK텔레콤,data_988,1752619,의료데이터,페이션트모니터,수정,20161102,,,,,,
차준호,한국데이터진흥원,data_180,1997983,위치데이터,T머니,수정,20170206,,,,,,
이지효,상명대학교,data_461,1561688,음성데이터,AI스피커,수정,20160110,,,,,,
우진주,한국연구재단,data_947,1848165,음성데이터,AI스피커,수정,20170515,,,,,,
유정연,AWS,data_796,1257508,음성데이터,AI스피커,수정,20160427,,,,,,
민경아,한국개발연구원,data_684,1582582,음성데이터,AI스피커,수정,20170601,,,,,,
차시루,AWS,data_800,1600472,의료데이터,AI스피커,수정,20160908,,,,,,
김현민,NHN,data_332,1667182,음성데이터,스마트워치,수정,20160305,,,,,,
김소정,정보통신산업진흥원,data_966,1305979,위치데이터,레일플러스,수정,20180725,,,,,,
이태민,한국인터넷진흥원,data_344,1324157,의료데이터,AI스피커,수정,20170327,,,,,,
이수현,상명대학교,data_718,1752598,위치데이터,T머니,수정,20180723,,,,,,
민경아,국립중앙의료원,data_684,1792027,건강데이터,AI스피커,수정,20160423,,,,,,
이지혜,고려대학교,data_132,1589424,위치데이터,T머니,수정,20180601,,,,,,
권보아,과학기술정책연구원,data_434,1765140,위치데이터,삼성페이,수정,20171103,,,,,,
이치훈,SK텔레콤,data_724,1210239,음성데이터,스마트워치,수정,20161119,,,,,,
민경아,지하철공사,data_896,1646667,건강데이터,스마트워치,수정,20181004,,,,,,
윤정한,지하철공사,data_431,1214542,건강데이터,스마트워치,수정,20170308,,,,,,
이연희,숙명여자대학교,data_988,1750735,의료데이터,AI스피커,수정,20160304,,,,,,
정은아,한국연구재단,data_463,1109577,음성데이터,스마트워치,수정,20170904,,,,,,
문태일,국민건강보험공단,data_557,1451099,음성데이터,AI스피커,수정,20180803,,,,,,
서영호,과학기술정책연구원,data_412,1284462,의료데이터,스마트워치,수정,20170102,,,,,,
김민석,SK텔레콤,data_238,1473134,건강데이터,스마트워치,수정,20170307,,,,,,
임찬민,안랩,data_874,1713674,의료데이터,스마트워치,수정,20180929,,,,,,
임나연,숙명여자대학교,data_108,1162165,음성데이터,스마트워치,수정,20181225,,,,,,
전소연,고려대학교,data_757,1880307,건강데이터,AI스피커,수정,20170901,,,,,,
정다솔,SK텔레콤,data_956,1321942,음성데이터,AI스피커,수정,20160317,,,,,,
권보미,국민건강보험공단,data_171,1083837,의료데이터,스마트워치,수정,20170112,,,,,,
오세훈,한국보건산업진흥원,data_236,1714821,음성데이터,스마트워치,수정,20160527,,,,,,
민경아,숙명여자대학교,data_125,1227578,음성데이터,AI스피커,수정,20161130,,,,,,
임찬민,정보통신산업진흥원,data_443,1438253,건강데이터,스마트워치,수정,20160229,,,,,,
채수빈,CJ올리브네트웍스,data_559,1460124,위치데이터,삼성페이,수정,20180108,,,,,,
김민규,고려대학교,data_757,1044233,위치데이터,레일플러스,수정,20170104,,,,,,
송가인,국민건강보험공단,data_739,1381731,위치데이터,레일플러스,수정,20160615,,,,,,
강민희,정보통신산업진흥원,data_222,1998325,건강데이터,스마트워치,수정,20171006,,,,,,
서민지,숙명여자대학교,data_795,1672687,의료데이터,페이션트모니터,수정,20170118,,,,,,
최민호,한국데이터진흥원,data_787,1449990,의료데이터,AI스피커,수정,20170131,,,,,,
김다현,정보통신산업진흥원,data_499,1261319,건강데이터,스마트워치,수정,20160727,,,,,,
서가영,정보통신산업진흥원,data_210,1238435,건강데이터,스마트워치,수정,20170312,,,,,,
배주현,CJ올리브네트웍스,data_845,1018938,위치데이터,레일플러스,수정,20180304,,,,,,
강민희,한국데이터진흥원,data_651,1286980,음성데이터,스마트워치,수정,20170625,,,,,,
양유정,정보통신산업진흥원,data_471,1223225,의료데이터,AI스피커,수정,20170221,,,,,,
이진기,지하철공사,data_953,1695951,의료데이터,페이션트모니터,수정,20160929,,,,,,
서민지,고려대학교,data_328,1590540,음성데이터,스마트워치,수정,20170809,,,,,,
하인성,CJ올리브네트웍스,data_610,1751014,의료데이터,페이션트모니터,수정,20180518,,,,,,
김태형,지하철공사,data_516,1078045,건강데이터,AI스피커,수정,20160117,,,,,,
김민규,한국인터넷진흥원,data_893,1819462,위치데이터,삼성페이,수정,20170104,,,,,,
한아름,SK텔레콤,data_449,1950882,음성데이터,스마트워치,수정,20160308,,,,,,
이태민,한국연구재단,data_946,1772943,의료데이터,페이션트모니터,수정,20170312,,,,,,
서주현,과학기술정책연구원,data_474,1535658,의료데이터,페이션트모니터,수정,20170719,,,,,,
이재인,AWS,data_151,1151986,위치데이터,캐시비,수정,20180809,,,,,,
김칫국,CJ올리브네트웍스,data_595,1090755,음성데이터,AI스피커,수정,20160411,,,,,,
백인호,한국인터넷진흥원,data_851,1179375,음성데이터,AI스피커,수정,20161112,,,,,,
정은비,국립중앙의료원,data_383,1040158,의료데이터,AI스피커,수정,20160115,,,,,,
하인성,한국과학기술정보연구원,data_241,1481047,의료데이터,페이션트모니터,수정,20170515,,,,,,
김성규,SK텔레콤,data_948,1681210,건강데이터,스마트워치,수정,20170722,,,,,,
안소희,상명대학교,data_102,1835536,건강데이터,스마트워치,수정,20180325,,,,,,
정휘인,삼성SDS,data_102,1540795,위치데이터,캐시비,수정,20160518,,,,,,
유지애,지하철공사,data_400,1872542,의료데이터,페이션트모니터,수정,20160904,,,,,,
윤소호,국민건강보험공단,data_399,1979599,의료데이터,스마트워치,수정,20160920,,,,,,
이규형,상명대학교,data_369,1112957,건강데이터,AI스피커,수정,20170209,,,,,,
임찬민,SK텔레콤,data_170,1816991,건강데이터,스마트워치,수정,20161120,,,,,,
오세훈,한국데이터진흥원,data_182,1995410,음성데이터,AI스피커,수정,20160428,,,,,,
김소정,한국과학기술정보연구원,data_357,1466174,음성데이터,AI스피커,수정,20180317,,,,,,
장보라,AWS,data_397,1018229,건강데이터,스마트워치,수정,20180122,,,,,,
이치훈,대한법률구조공단,data_317,1004683,의료데이터,페이션트모니터,수정,20181005,,,,,,
서주현,과학기술정책연구원,data_942,1367692,의료데이터,페이션트모니터,수정,20180413,,,,,,
김칫국,숙명여자대학교,data_669,1509637,의료데이터,AI스피커,수정,20160916,,,,,,
김윤석,한국연구재단,data_648,1422653,음성데이터,스마트워치,수정,20171201,,,,,,
유시아,SK텔레콤,data_246,1834286,음성데이터,스마트워치,수정,20160309,,,,,,
박은태,안랩,data_792,1038850,위치데이터,레일플러스,수정,20170311,,,,,,
강민희,안랩,data_333,1526793,건강데이터,스마트워치,수정,20181103,,,,,,
송가인,한국데이터진흥원,data_763,1864228,음성데이터,스마트워치,수정,20160407,,,,,,
손채영,한국인터넷진흥원,data_773,1225719,건강데이터,스마트워치,수정,20180225,,,,,,
배유빈,한국과학기술정보연구원,data_575,1948351,위치데이터,레일플러스,수정,20180729,,,,,,
이민형,건강보험심사평가원,data_781,1904285,의료데이터,AI스피커,수정,20171018,,,,,,
이진기,한국인터넷진흥원,data_252,1266934,음성데이터,AI스피커,수정,20160803,,,,,,
이지혜,AWS,data_572,1792519,의료데이터,AI스피커,수정,20180113,,,,,,
유지애,NHN,data_314,1912288,건강데이터,스마트워치,수정,20160929,,,,,,
오세훈,한국인터넷진흥원,data_563,1895768,위치데이터,캐시비,수정,20180405,,,,,,
민윤기,고려대학교,data_988,1703052,음성데이터,스마트워치,수정,20181005,,,,,,
이동혁,한국데이터진흥원,data_901,1278062,건강데이터,스마트워치,수정,20181223,,,,,,
차시루,한국개발연구원,data_746,1945566,음성데이터,AI스피커,수정,20160716,,,,,,
한아름,한국연구재단,data_519,1944730,의료데이터,페이션트모니터,수정,20161101,,,,,,
손채영,안랩,data_770,1280758,음성데이터,AI스피커,수정,20170414,,,,,,
민윤기,정보통신산업진흥원,data_522,1221324,건강데이터,스마트워치,수정,20160203,,,,,,
정은비,삼성SDS,data_185,1328484,위치데이터,레일플러스,수정,20181111,,,,,,
안소희,고려대학교,data_964,1601874,음성데이터,스마트워치,수정,20180422,,,,,,
박진우,한국과학기술정보연구원,data_596,1353863,위치데이터,삼성페이,수정,20180228,,,,,,
한아름,한국과학기술정보연구원,data_649,1017544,위치데이터,캐시비,수정,20180816,,,,,,
차준호,숙명여자대학교,data_686,1483032,의료데이터,페이션트모니터,수정,20170903,,,,,,
김태형,고려대학교,data_697,1133012,음성데이터,스마트워치,수정,20160612,,,,,,
하재우,한국데이터진흥원,data_725,1140003,음성데이터,AI스피커,수정,20180514,,,,,,
권보아,상명대학교,data_229,1916928,건강데이터,스마트워치,수정,20180811,,,,,,
서주현,상명대학교,data_758,1241109,건강데이터,스마트워치,수정,20170212,,,,,,
우진주,CJ올리브네트웍스,data_469,1653860,위치데이터,삼성페이,수정,20161229,,,,,,
김소정,한국개발연구원,data_283,1335109,의료데이터,AI스피커,수정,20161207,,,,,,
황민현,지하철공사,data_495,1541255,음성데이터,스마트워치,수정,20161214,,,,,,
이지호,과학기술정책연구원,data_427,1729502,위치데이터,캐시비,수정,20180706,,,,,,
임나연,고려대학교,data_632,1497056,음성데이터,스마트워치,수정,20161113,,,,,,
이치훈,삼성SDS,data_319,1521483,위치데이터,캐시비,수정,20181009,,,,,,
유지애,NHN,data_205,1457933,위치데이터,삼성페이,수정,20160701,,,,,,
유지애,상명대학교,data_239,1487727,건강데이터,스마트워치,수정,20160923,,,,,,
서가영,고려대학교,data_483,1584821,의료데이터,스마트워치,수정,20180107,,,,,,
이규형,한국연구재단,data_330,1679971,건강데이터,AI스피커,수정,20180922,,,,,,
김다현,AWS,data_403,1999631,음성데이터,AI스피커,수정,20180630,,,,,,
강미나,SK텔레콤,data_454,1830874,의료데이터,페이션트모니터,수정,20170619,,,,,,
이주연,삼성SDS,data_154,1587562,위치데이터,삼성페이,수정,20161106,,,,,,
이지효,한국과학기술정보연구원,data_787,1929934,음성데이터,스마트워치,수정,20170703,,,,,,
이동혁,한국인터넷진흥원,data_739,1445018,위치데이터,캐시비,수정,20170421,,,,,,
서영호,고려대학교,data_301,1034190,음성데이터,스마트워치,수정,20171231,,,,,,
이민형,한국인터넷진흥원,data_844,1601657,건강데이터,AI스피커,수정,20160611,,,,,,
이민형,국민건강보험공단,data_791,1897430,위치데이터,삼성페이,수정,20170310,,,,,,
신유나,국민건강보험공단,data_249,1310149,의료데이터,AI스피커,수정,20160724,,,,,,
유지애,숙명여자대학교,data_466,1167980,음성데이터,AI스피커,수정,20160519,,,,,,
강아영,한국개발연구원,data_359,1709249,건강데이터,AI스피커,수정,20181209,,,,,,
이태민,과학기술정책연구원,data_225,1142432,음성데이터,AI스피커,수정,20180515,,,,,,
우진주,한국데이터진흥원,data_227,1657230,위치데이터,레일플러스,수정,20170218,,,,,,
이태민,CJ올리브네트웍스,data_303,1347135,위치데이터,T머니,수정,20160228,,,,,,
박은태,숙명여자대학교,data_840,1230754,위치데이터,T머니,수정,20181002,,,,,,
권보아,건강보험심사평가원,data_881,1168305,의료데이터,AI스피커,수정,20171218,,,,,,
윤소호,SK텔레콤,data_890,1289208,건강데이터,스마트워치,수정,20180112,,,,,,
박은태,안랩,data_334,1885397,위치데이터,삼성페이,수정,20160226,,,,,,
황민현,안랩,data_779,1441024,의료데이터,AI스피커,수정,20170828,,,,,,
김연경,한국데이터진흥원,data_725,1745263,음성데이터,스마트워치,수정,20180331,,,,,,
이치훈,안랩,data_184,1635417,위치데이터,삼성페이,수정,20160221,,,,,,
최민호,안랩,data_124,1715483,의료데이터,AI스피커,수정,20170920,,,,,,
김성규,한국개발연구원,data_608,1253010,건강데이터,AI스피커,수정,20180106,,,,,,
우진주,안랩,data_130,1374032,위치데이터,T머니,수정,20180416,,,,,,
배주현,한국연구재단,data_578,1724538,건강데이터,스마트워치,수정,20180406,,,,,,
최서연,건강보험심사평가원,data_421,1593076,건강데이터,AI스피커,수정,20160315,,,,,,
권보미,한국인터넷진흥원,data_926,1993108,건강데이터,스마트워치,수정,20160201,,,,,,
민경아,정보통신산업진흥원,data_698,1073651,건강데이터,스마트워치,수정,20171231,,,,,,
김현민,지하철공사,data_143,1291804,위치데이터,T머니,수정,20170228,,,,,,
이채연,국민건강보험공단,data_794,1698901,음성데이터,AI스피커,수정,20180313,,,,,,
김준면,삼성SDS,data_920,1404679,음성데이터,AI스피커,수정,20181019,,,,,,
김칫국,숙명여자대학교,data_181,1772756,건강데이터,AI스피커,수정,20171216,,,,,,
박은태,국립중앙의료원,data_838,1867984,음성데이터,AI스피커,수정,20170203,,,,,,
김윤석,CJ올리브네트웍스,data_526,1777040,건강데이터,스마트워치,수정,20161213,,,,,,
김칫국,한국과학기술정보연구원,data_256,1293342,위치데이터,레일플러스,수정,20160821,,,,,,
권보아,고려대학교,data_236,1871425,음성데이터,AI스피커,수정,20160709,,,,,,
권은택,삼성SDS,data_443,1268080,음성데이터,AI스피커,수정,20170827,,,,,,
안지영,SK텔레콤,data_562,1180995,건강데이터,AI스피커,수정,20180520,,,,,,
정은아,한국개발연구원,data_1000,1196976,의료데이터,AI스피커,수정,20180320,,,,,,
김태형,국립중앙의료원,data_893,1348382,건강데이터,AI스피커,수정,20181002,,,,,,
김민규,한국과학기술정보연구원,data_668,1011649,음성데이터,AI스피커,수정,20170510,,,,,,
황민현,안랩,data_580,1084025,음성데이터,AI스피커,수정,20170714,,,,,,
하인성,고려대학교,data_847,1701730,위치데이터,삼성페이,수정,20170607,,,,,,
이치훈,CJ올리브네트웍스,data_527,1945508,의료데이터,스마트워치,수정,20160429,,,,,,
정예인,대한법률구조공단,data_560,1788268,건강데이터,스마트워치,수정,20181211,,,,,,
이연희,한국보건산업진흥원,data_792,1489539,위치데이터,레일플러스,수정,20180823,,,,,,
최민호,국립중앙의료원,data_542,1440116,위치데이터,레일플러스,수정,20160621,,,,,,
서가영,한국연구재단,data_884,1780773,위치데이터,캐시비,수정,20170222,,,,,,
강아영,대한법률구조공단,data_232,1416161,건강데이터,AI스피커,수정,20181218,,,,,,
곽은진,안랩,data_558,1626094,위치데이터,레일플러스,수정,20180123,,,,,,
황민현,정보통신산업진흥원,data_452,1819377,건강데이터,AI스피커,수정,20170831,,,,,,
김칫국,한국연구재단,data_562,1194621,음성데이터,스마트워치,수정,20160325,,,,,,
우진주,NHN,data_732,1159324,음성데이터,AI스피커,수정,20170521,,,,,,
곽은진,안랩,data_828,1158955,위치데이터,삼성페이,수정,20160124,,,,,,
고은성,안랩,data_181,1525096,위치데이터,레일플러스,수정,20160803,,,,,,
이지호,안랩,data_315,1401434,의료데이터,페이션트모니터,수정,20160229,,,,,,
우진주,대한법률구조공단,data_129,1660426,위치데이터,레일플러스,수정,20160618,,,,,,
박은태,지하철공사,data_185,1463265,위치데이터,삼성페이,수정,20180926,,,,,,
서가영,NHN,data_767,1524711,음성데이터,스마트워치,수정,20180627,,,,,,
이지혜,건강보험심사평가원,data_147,1124823,건강데이터,스마트워치,수정,20180514,,,,,,
정휘인,AWS,data_523,1699058,위치데이터,레일플러스,수정,20180504,,,,,,
강미나,정보통신산업진흥원,data_541,1275410,건강데이터,스마트워치,수정,20170918,,,,,,
황민현,건강보험심사평가원,data_517,1317406,음성데이터,AI스피커,수정,20161120,,,,,,
강아영,숙명여자대학교,data_906,1872511,위치데이터,캐시비,수정,20180627,,,,,,
김칫국,한국인터넷진흥원,data_835,1620765,건강데이터,스마트워치,수정,20171021,,,,,,
서주현,대한법률구조공단,data_469,1746370,음성데이터,스마트워치,수정,20160601,,,,,,
장보라,과학기술정책연구원,data_125,1167475,의료데이터,스마트워치,수정,20160703,,,,,,
윤소호,한국보건산업진흥원,data_303,1065535,의료데이터,스마트워치,수정,20180823,,,,,,
윤정한,한국과학기술정보연구원,data_130,1104113,의료데이터,페이션트모니터,수정,20160701,,,,,,
차시루,NHN,data_309,1645200,음성데이터,스마트워치,수정,20171230,,,,,,
박진우,지하철공사,data_946,1362633,의료데이터,스마트워치,수정,20171214,,,,,,
이지효,SK텔레콤,data_793,1198327,음성데이터,AI스피커,수정,20171009,,,,,,
정윤오,NHN,data_478,1419858,음성데이터,AI스피커,수정,20180913,,,,,,
강한나,국립중앙의료원,data_933,1502580,위치데이터,캐시비,수정,20171004,,,,,,
차준호,건강보험심사평가원,data_847,1543920,음성데이터,AI스피커,수정,20180403,,,,,,
이주연,한국인터넷진흥원,data_307,1596980,의료데이터,스마트워치,수정,20170419,,,,,,
유정연,상명대학교,data_739,1917708,위치데이터,삼성페이,수정,20171223,,,,,,
민윤기,한국보건산업진흥원,data_512,1002738,위치데이터,T머니,수정,20160730,,,,,,
정은아,SK텔레콤,data_595,1140528,건강데이터,AI스피커,수정,20180209,,,,,,
이주연,숙명여자대학교,data_941,1728877,위치데이터,캐시비,수정,20180707,,,,,,
임찬민,한국개발연구원,data_994,1025135,건강데이터,AI스피커,수정,20160127,,,,,,
전소연,국민건강보험공단,data_322,1083612,건강데이터,AI스피커,수정,20181125,,,,,,
김민규,숙명여자대학교,data_234,1812938,음성데이터,AI스피커,수정,20160825,,,,,,
김민석,지하철공사,data_665,1267769,음성데이터,AI스피커,수정,20170915,,,,,,
김소정,한국보건산업진흥원,data_458,1582531,의료데이터,페이션트모니터,수정,20160415,,,,,,
정윤오,숙명여자대학교,data_217,1802037,음성데이터,AI스피커,수정,20180830,,,,,,
이주연,한국개발연구원,data_488,1268526,건강데이터,AI스피커,수정,20160125,,,,,,
박진우,SK텔레콤,data_476,1818453,위치데이터,캐시비,수정,20170514,,,,,,
이지혜,AWS,data_836,1308939,위치데이터,캐시비,수정,20181227,,,,,,
임윤아,대한법률구조공단,data_650,1557221,위치데이터,레일플러스,수정,20181102,,,,,,
유정연,건강보험심사평가원,data_731,1695819,위치데이터,캐시비,수정,20161029,,,,,,
도경수,AWS,data_424,1414461,위치데이터,레일플러스,수정,20180524,,,,,,
황민현,SK텔레콤,data_461,1893282,의료데이터,AI스피커,수정,20170530,,,,,,
유정연,한국데이터진흥원,data_768,1069900,음성데이터,AI스피커,수정,20170219,,,,,,
하인성,한국인터넷진흥원,data_392,1302426,의료데이터,스마트워치,수정,20171007,,,,,,
황민현,안랩,data_247,1590248,음성데이터,스마트워치,수정,20180112,,,,,,
민경아,한국연구재단,data_354,1874516,의료데이터,AI스피커,수정,20171021,,,,,,
김연경,CJ올리브네트웍스,data_639,1587596,의료데이터,스마트워치,수정,20170405,,,,,,
서영호,국립중앙의료원,data_868,1556762,위치데이터,삼성페이,수정,20180413,,,,,,
하인성,고려대학교,data_700,1629756,위치데이터,삼성페이,수정,20171009,,,,,,
김칫국,안랩,data_251,1963955,음성데이터,스마트워치,수정,20161203,,,,,,
황민현,지하철공사,data_387,1447758,건강데이터,스마트워치,수정,20160205,,,,,,
김칫국,한국과학기술정보연구원,data_904,1654804,의료데이터,스마트워치,수정,20171027,,,,,,
오세훈,한국과학기술정보연구원,data_722,1705318,음성데이터,스마트워치,수정,20171229,,,,,,
고은성,한국개발연구원,data_366,1131003,의료데이터,스마트워치,수정,20160211,,,,,,
차시루,숙명여자대학교,data_807,1990996,위치데이터,캐시비,수정,20180110,,,,,,
서민지,건강보험심사평가원,data_738,1784241,건강데이터,스마트워치,수정,20161001,,,,,,
강민희,삼성SDS,data_744,1494607,건강데이터,스마트워치,수정,20180517,,,,,,
윤정한,CJ올리브네트웍스,data_558,1807155,건강데이터,AI스피커,수정,20160913,,,,,,
김민석,국립중앙의료원,data_311,1356192,의료데이터,AI스피커,수정,20180612,,,,,,
임윤아,과학기술정책연구원,data_145,1036603,위치데이터,레일플러스,수정,20180518,,,,,,
한아름,정보통신산업진흥원,data_628,1165457,의료데이터,페이션트모니터,수정,20160309,,,,,,
하인성,상명대학교,data_404,1083634,의료데이터,스마트워치,수정,20171121,,,,,,
김칫국,AWS,data_850,1244001,음성데이터,AI스피커,수정,20170426,,,,,,
서주현,과학기술정책연구원,data_651,1104033,음성데이터,스마트워치,수정,20170921,,,,,,
김영주,국립중앙의료원,data_793,1822144,음성데이터,스마트워치,수정,20180716,,,,,,
임찬민,CJ올리브네트웍스,data_306,1254408,의료데이터,페이션트모니터,수정,20160703,,,,,,
곽은진,한국데이터진흥원,data_226,1491146,위치데이터,T머니,수정,20170406,,,,,,
최서연,NHN,data_576,1554465,건강데이터,스마트워치,수정,20181128,,,,,,
차준호,SK텔레콤,data_139,1773973,건강데이터,AI스피커,수정,20160418,,,,,,
차준호,건강보험심사평가원,data_125,1818774,의료데이터,AI스피커,수정,20180917,,,,,,
하인성,NHN,data_929,1403096,의료데이터,AI스피커,수정,20171029,,,,,,
강한나,한국보건산업진흥원,data_570,1149204,음성데이터,스마트워치,수정,20170728,,,,,,
임소윤,과학기술정책연구원,data_245,1126129,위치데이터,T머니,수정,20160424,,,,,,
윤정한,과학기술정책연구원,data_313,1626236,위치데이터,T머니,수정,20160411,,,,,,
한아름,안랩,data_180,1559714,건강데이터,스마트워치,수정,20180727,,,,,,
하재우,고려대학교,data_710,1132374,음성데이터,AI스피커,수정,20161031,,,,,,
우진주,AWS,data_871,1686278,건강데이터,스마트워치,수정,20170813,,,,,,
김윤석,한국개발연구원,data_962,1790647,의료데이터,페이션트모니터,수정,20170520,,,,,,
송가인,CJ올리브네트웍스,data_545,1066751,의료데이터,페이션트모니터,수정,20170427,,,,,,
민윤기,삼성SDS,data_265,1243430,음성데이터,스마트워치,수정,20180816,,,,,,
이주연,삼성SDS,data_228,1586130,음성데이터,AI스피커,수정,20160509,,,,,,
정휘인,정보통신산업진흥원,data_859,1040849,건강데이터,스마트워치,수정,20160307,,,,,,
김민규,한국연구재단,data_141,1736828,위치데이터,삼성페이,수정,20170607,,,,,,
임소윤,한국개발연구원,data_751,1286366,위치데이터,레일플러스,수정,20180327,,,,,,
이규형,건강보험심사평가원,data_900,1612626,음성데이터,AI스피커,수정,20170725,,,,,,
