소유자,소유자id,소유자type,데이터,값,파일,생성기관,행동,날짜,기타정보,행위자,행위자id,행위자type,시작기간,종료기간,가격,동의여부
김수정,sj@gmail.com,개인,직장,고려대학교,,고려대학교,제공,20090105,,우리은행,124-64-12453,기관,20100402,20200401,400000,Yes
김수정,sj@gmail.com,개인,전화번호,010-3836-2746,,KT모바일,가공,20101105,익명화,,,,,,,
김수정,sj@gmail.com,개인,전화번호,010-3836-2746,,KT모바일,제공,20050709,,KT,102-54-76543,기관,,,,
김수정,sj@gmail.com,개인,주민번호,940622-2154629,,행정안전부,제공,20121025,,카카오,534-23-83412,기관,20121030,20221029,150000,Yes
구민성,kms@naver.com,개인,직장,우리은행,,우리은행,생성,20121204,,,,,,,,
구민성,kms@naver.com,개인,카드번호,4395-2874-3847-2847,,현대카드,생성,20111104,,,,,,,,
구민성,kms@naver.com,개인,구매내역,list.pdf,list.pdf,인터파크,생성,20130524,,,,,,,,
구민성,kms@naver.com,개인,직장,우리은행,,우리은행,가공,20190504,암호화,,,,,,,
구민성,kms@naver.com,개인,카드번호,4395-2874-3847-2847,,현대카드,가공,20200405,익명화,,,,,,,
구민성,kms@naver.com,개인,재산정보,property.pdf,property.pdf,한국감정원,생성,20100708,,,,,,,,
구민성,kms@naver.com,개인,구매내역,list.pdf,list.pdf,인터파크,제공,20150524,,우리은행,124-64-12453,기관,20191112,20291111,250000,Yes
구민성,kms@naver.com,개인,직장,우리은행,,우리은행,제공,20141204,,숙명여자대학,교836-27-47261,기관,20151112,20161111,150000,Yes
구민성,kms@naver.com,개인,재산정보,property.pdf,property.pdf,한국감정원,제공,20110708,,KT,102-54-76543,기관,20160101,20290101,200000,Yes
구민성,kms@naver.com,개인,카드번호,4395-2874-3847-2847,,현대카드,제공,20120105,,카카오,534-23-83412,기관,20180511,20201205,450000,Yes
최민석,choi@naver.com,개인,차번호,65바7777,,국토교통부,생성,20180304,,,,,,,,
최민석,choi@naver.com,개인,주소,서울 용산구,,행정안전부,생성,20190106,,,,,,,,
최민석,choi@naver.com,개인,주민번호,880714-1678537,,행정안전부,생성,20171124,,,,,,,,
최민석,choi@naver.com,개인,주민번호,880714-1678537,,행정안전부,제공,20200507,,네이버,451-84-65752,기관,20201211,20291205,510000,Yes
최민석,choi@naver.com,개인,주소,서울 용산구,,행정안전부,제공,20200507,,온누리약국,210-42-51345,기관,20190511,20251205,300000,Yes
최민석,choi@naver.com,개인,차번호,65바7777,,국토교통부,가공,20200507,익명화,,,,,,,
최민석,choi@naver.com,개인,차번호,65바7777,,국토교통부,제공,20200609,,LG,876-09-82514,기관,20201211,20291205,510000,Yes
최민석,choi@naver.com,개인,은행계좌,03-2222-83625,,신한은행,생성,20180507,,,,,,,,
최민석,choi@naver.com,개인,카드번호,8472-0000-3827-4857,,현대카드,생성,20180222,,,,,,,,
최민석,choi@naver.com,개인,은행계좌,03-2222-83625,,신한은행,가공,20200812,암호화,,,,,,,
최민석,choi@naver.com,개인,직장,네이버,,네이버,생성,20180302,,,,,,,,
최민석,choi@naver.com,개인,은행계좌,03-2222-83625,,신한은행,제공,20180926,,카카오,534-23-83412,기관,20180511,20201205,250000,Yes
최민석,choi@naver.com,개인,직장,네이버,,네이버,가공,20131105,암호화,,,,,,,
최민석,choi@naver.com,개인,전화번호,010-3826-2812,,LG,생성,20190402,,,,,,,,
최민석,choi@naver.com,개인,전화번호,010-3826-2812,,LG,제공,20200402,,신한은행,837-99-82712,기관,20200402,20300401,350000,Yes
민경아,minka@gmail.com,개인,해외출입국기록,abroad.pdf,abroad.pdf,정부24,생성,20200222,,,,,,,,
민경아,minka@gmail.com,개인,은행계좌,12-2431-41234,,국민은행,생성,20180302,,,,,,,,
민경아,minka@gmail.com,개인,직장,숙명여자대학교,,숙명여자대학교,생성,20010506,,,,,,,,
민경아,minka@gmail.com,개인,카드번호,7372-2222-4213-5422,,현대카드,생성,20000708,,,,,,,,
민경아,minka@gmail.com,개인,직장,숙명여자대학교,,숙명여자대학교,가공,20131012,암호화,,,,,,,
민경아,minka@gmail.com,개인,카드번호,7372-2222-4213-5422,,현대카드,가공,20101105,익명화,,,,,,,
민경아,minka@gmail.com,개인,카드번호,7372-2222-4213-5422,,현대카드,제공,20050709,,숙명여자대학교,836-27-47261,기관,20051112,20061111,150000,Yes
민경아,minka@gmail.com,개인,직장,숙명여자대학교,,숙명여자대학교,제공,20090105,,우리은행,124-64-12453,기관,20091112,20191111,100000,Yes
민경아,minka@gmail.com,개인,주민번호,910613-2382675,,행정안전부,생성,20101025,,,,,,,,
민경아,minka@gmail.com,개인,주소,서울 마포구,,행정안전부,생성,20031112,,,,,,,,
민경아,minka@gmail.com,개인,주민번호,910613-2382675,,행정안전부,가공,20110105,익명화,,,,,,,
민경아,minka@gmail.com,개인,주소,서울 마포구,,행정안전부,가공,20121204,익명화,,,,,,,
민경아,minka@gmail.com,개인,구매내역,bought.csv,bought.csv,위메프,생성,20080106,,,,,,,,
민경아,minka@gmail.com,개인,전화번호,010-3729-1345,,KT모바일,생성,20110618,,,,,,,,
민경아,minka@gmail.com,개인,주민번호,910613-2382675,,행정안전부,제공,20180105,,네이버,451-84-65752,기관,20201211,20291205,530000,Yes
민경아,minka@gmail.com,개인,주소,서울 마포구,,행정안전부,제공,20141204,,온누리약국,210-42-51345,기관,20190511,20251205,230000,Yes
이재균,jg@naver.com,개인,메일,jg@naver.com,,네이버,생성,20090403,,,,,,,,
이재균,jg@naver.com,개인,직장,네이버,,네이버,제공,20151119,,인터파크,140-12-45632,기관,20160101,20290101,250000,Yes
이재균,jg@naver.com,개인,직장,네이버,,네이버,생성,20131105,,,,,,,,
이재균,jg@naver.com,개인,메일,jg@naver.com,,네이버,제공,20130512,,국토교통부,124-12-57685,기관,20151112,20310509,600000,No
이재균,jg@naver.com,개인,차번호,42바9373,,국토교통부,생성,20180304,,,,,,,,
이재균,jg@naver.com,개인,주소,서울 마포구,,행정안전부,생성,20190106,,,,,,,,
이재균,jg@naver.com,개인,주민번호,920925-1846259,,행정안전부,생성,20171124,,,,,,,,
이재균,jg@naver.com,개인,주민번호,920925-1846259,,행정안전부,제공,20200507,,LG,876-09-82514,기관,20201211,20291205,510000,Yes
이재균,jg@naver.com,개인,주소,서울 마포구,,행정안전부,제공,20200507,,카카오,534-23-83412,기관,20121112,20211111,600000,Yes
이재균,jg@naver.com,개인,차번호,42바9373,,국토교통부,제공,20180406,,온누리약국,210-42-51345,기관,20190511,20251205,300000,Yes
이재균,jg@naver.com,개인,카드번호,3813-7625-3725-3745,,신한카드,생성,20200222,,,,,,,,
이재균,jg@naver.com,개인,은행계좌,44-3267-35816,,신한은행,생성,20180302,,,,,,,,
이재균,jg@naver.com,개인,전화번호,010-3729-1345,,LG,생성,20100618,,,,,,,,
이재균,jg@naver.com,개인,카드번호,3813-7625-3725-3745,,신한카드,제공,20200430,,신한은행,837-99-82712,기관,20200504,20300503,100000,Yes
이재균,jg@naver.com,개인,전화번호,010-3729-1345,,LG,제공,20110618,,네이버,451-84-65752,기관,20180711,20200810,500000,Yes
